Código do Município,Município,Estado,Região,Ano de Referência,Código do Prestador,Prestador,Sigla do Prestador,Abrangência,Tipo de serviço,Natureza jurídica,População total do município do ano de referência:,População total atendida com esgotamento sanitário
231350,Trairi,CE,Nordeste,2022,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"58.415,00",1.622
231390,Uruoca,CE,Nordeste,2022,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"13.746,00",1.145
231410,Viçosa do Ceará,CE,Nordeste,2022,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"59.712,00",1.313
230470,Granja,CE,Nordeste,2022,23047011,Prefeitura Municipal de Granja,PMG,Local,Água e Esgoto,Administração pública direta,"53.344,00",3.000
230540,Icó,CE,Nordeste,2022,23054011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"62.642,00",13.760
230550,Iguatu,CE,Nordeste,2022,23055011,Serviço Autônomo de Água e Esgoto de Iguatu,SAAE,Local,Água e Esgoto,Autarquia,"98.064,00",16.404
230630,Itapajé,CE,Nordeste,2022,23063011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"46.426,00",37.574
230690,Jaguaribe,CE,Nordeste,2022,23069011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"33.726,00",16.282
230710,Jardim,CE,Nordeste,2022,23071011,Serviço Autônomo,SAAJ,Local,Água e Esgoto,Autarquia,"27.411,00",9.195
230740,Jucás,CE,Nordeste,2022,23074011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"23.922,00",5.582
230760,Limoeiro do Norte,CE,Nordeste,2022,23076011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"59.560,00",16.857
230835,Milhã,CE,Nordeste,2022,23083511,Prefeitura Municipal de Milhã,PMM,Local,Água e Esgoto,Administração pública direta,"14.123,00",3.000
230870,Morada Nova,CE,Nordeste,2022,23087011,Serviço de Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"61.443,00",1.400
230930,Nova Russas,CE,Nordeste,2022,23093011,Serviço Autônomo de Água e Esgoto de Nova Russas,SAAE,Local,Água e Esgoto,Autarquia,"30.699,00",9.422
231050,Pedra Branca,CE,Nordeste,2022,23113011,Sistema Integrado de Saneamento Rural da Bacia do Banabuiu,SISAR BBA,Microrregional,Água e Esgoto,Organização social,"40.187,00",867
231135,Quixelô,CE,Nordeste,2022,23113511,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"15.910,00",4.610
231290,Sobral,CE,Nordeste,2022,23129011,Serviço de Água e Esgoto de Sobral,SAAE,Local,Água e Esgoto,Autarquia,"203.023,00",138.090
210005,Açailândia,MA,Nordeste,2022,21000512,Serviço Autônomo de Água e Esgoto de Açailândia,SAAE,Local,Água e Esgoto,Autarquia,"106.550,00",1.581
210120,Bacabal,MA,Nordeste,2022,21012011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"103.711,00",4.830
210140,Balsas,MA,Nordeste,2022,21014011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"101.767,00",4.000
210235,Buritirana,MA,Nordeste,2022,21023511,Prefeitura Municipal de Buritirana,PMB,Local,Água e Esgoto,Administração pública direta,"12.918,00",144
210300,Caxias,MA,Nordeste,2022,21030011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"156.973,00",12.000
210330,Codó,MA,Nordeste,2022,21033011,Serviço Autônomo de Água e Esgoto de Codó,SAAE,Local,Água e Esgoto,Autarquia,"114.275,00",11.379
210405,Estreito,MA,Nordeste,2022,21040511,Prefeitura Municipal de Estreito,PMM,Local,Água e Esgoto,Administração pública direta,"33.294,00",1.000
210750,Paço do Lumiar,MA,Nordeste,2022,21075012,BRK Ambiental - Paço do Lumiar S.A.,BRK,Local,Água e Esgoto,Empresa privada,"145.643,00",52.084
210900,Porto Franco,MA,Nordeste,2022,21090011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"23.903,00",1.548
210923,Presidente Médici,MA,Nordeste,2022,21092311,Prefeitura Municipal de Presidente Médici,PMPM,Local,Água e Esgoto,Administração pública direta,"4.696,00",150
211120,São José de Ribamar,MA,Nordeste,2022,21112012,BRK Ambiental - São José de Ribamar S.A.,BRK,Local,Água e Esgoto,Empresa privada,"244.579,00",19.572
210360,Coroatá,MA,Nordeste,2022,21113000,Companhia de Saneamento Ambiental do Maranhão,CAEMA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"59.566,00",3.778
210530,Imperatriz,MA,Nordeste,2022,21113000,Companhia de Saneamento Ambiental do Maranhão,CAEMA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"273.110,00",78.327
210540,Itapecuru Mirim,MA,Nordeste,2022,21113000,Companhia de Saneamento Ambiental do Maranhão,CAEMA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"60.440,00",6.380
211130,São Luís,MA,Nordeste,2022,21113000,Companhia de Saneamento Ambiental do Maranhão,CAEMA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"1.037.775,00",563.330
211250,Tutóia,MA,Nordeste,2022,21113000,Companhia de Saneamento Ambiental do Maranhão,CAEMA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"53.356,00",1.365
210170,Barreirinhas,MA,Nordeste,2022,21113000,Companhia de Saneamento Ambiental do Maranhão,CAEMA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"65.589,00",4.851
211220,Timon,MA,Nordeste,2022,21122013,Águas de Timon Saneamento S/A,AT,Local,Água e Esgoto,Empresa privada,"174.465,00",58.009
250270,Borborema,PB,Nordeste,2022,25027011,Prefeitura Municipal de Borborema,PMB,Local,Água e Esgoto,Administração pública direta,"4.214,00",300
250750,João Pessoa,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"833.932,00",743.241
250100,Araruna,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"17.189,00",5.250
250180,Bayeux,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"82.742,00",6.377
250890,Mamanguape,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"44.599,00",0
250830,Lagoa Seca,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"27.730,00",0
250030,Alagoa Grande,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"26.062,00",7.962
250060,Alhandra,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"21.730,00",1.564
250110,Areia,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"22.633,00",0
250700,Itaporanga,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"23.940,00",4.190
250630,Guarabira,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"57.484,00",33.315
250290,Brejo dos Santos,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"5.742,00",965
250320,Cabedelo,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"66.519,00",26.306
250370,Cajazeiras,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"63.239,00",11.407
250375,Cajazeirinhas,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"2.740,00",307
250390,Camalaú,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"6.085,00",289
251630,Sumé,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"17.166,00",4.713
251530,Sapé,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"51.306,00",8.842
250500,Cubati,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"7.580,00",0
251250,Queimadas,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"47.658,00",854
250400,Campina Grande,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"419.379,00",394.147
251120,Pedras de Fogo,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"29.662,00",1.152
250430,Catolé do Rocha,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"30.661,00",6.380
251080,Patos,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"103.165,00",13.785
250970,Monteiro,PB,Nordeste,2022,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"32.277,00",16.563
251370,Santa Rita,PB,Nordeste,2022,25137011,Águas do Nordeste S.A.,ANE,Local,Água e Esgoto,Empresa privada,"149.910,00",5.964
251500,São Miguel de Taipu,PB,Nordeste,2022,25150011,Prefeitura Municipal de São Miguel de Taipu,PMSMT,Local,Água e Esgoto,Administração pública direta,"7.066,00",2.126
251520,São Sebastião do Umbuzeiro,PB,Nordeste,2022,25152011,Prefeitura Municipal de São Sebastião do Umbuzeiro,PMSSU,Local,Água e Esgoto,Autarquia,"3.279,00",2.126
260392,Carnaubeira da Penha,PE,Nordeste,2022,26039211,Prefeitura Municipal de Carnaubeira da Penha,PMCP,Local,Água e Esgoto,Administração pública direta,"12.239,00",2.057
261150,Quipapá,PE,Nordeste,2022,26115011,Prefeitura Municipal de Quipapá,PMQ,Local,Água e Esgoto,Administração pública direta,"17.928,00",15.200
260545,Fernando de Noronha,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"3.167,00",1.967
261485,Tamandaré,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"23.561,00",23.561
261480,Tacaratu,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"23.902,00",1.258
261470,Tacaimbó,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"13.738,00",5.774
261450,Surubim,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"64.183,00",14.372
261420,Sirinhaém,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"37.596,00",7.564
261370,São Lourenço da Mata,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"111.249,00",35.656
261320,São João,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"23.817,00",349
261250,Santa Cruz do Capibaribe,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"98.254,00",0
261220,Salgueiro,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"62.372,00",24.753
261190,Rio Formoso,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"20.009,00",3.735
261160,Recife,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"1.488.920,00",737.032
261110,Petrolina,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"386.791,00",303.259
261070,Paulista,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"342.167,00",160.363
261040,Parnamirim,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"18.612,00",7.890
260960,Olinda,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"349.976,00",154.425
260950,Nazaré da Mata,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"30.648,00",10.189
260940,Moreno,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"55.292,00",20.811
260875,Lagoa Grande,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"24.088,00",2.661
260790,Jaboatão dos Guararapes,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"644.037,00",159.007
260770,Itapetim,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"13.791,00",1.797
260730,Ipubi,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"29.009,00",8.437
260720,Ipojuca,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"98.932,00",20.470
260680,Igarassu,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"115.196,00",5.187
260640,Gravatá,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"86.516,00",18.721
260630,Granito,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"6.967,00",977
260620,Goiana,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"81.055,00",41.655
260600,Garanhuns,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"142.526,00",19.046
260515,Dormentes,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"17.188,00",4.935
260410,Caruaru,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"377.911,00",207.412
260345,Camaragibe,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"147.771,00",1.812
260290,Cabo de Santo Agostinho,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"203.440,00",27.278
260140,Barreiros,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"40.121,00",12.634
260120,Arcoverde,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"77.742,00",3.816
260010,Afogados da Ingazeira,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"40.004,00",7.338
260005,Abreu e Lima,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"98.462,00",23.403
261640,Vitória de Santo Antão,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"134.084,00",38.559
261600,Venturosa,PE,Nordeste,2022,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"16.872,00",6.448
220095,Aroeiras do Itaim,PI,Nordeste,2022,22009511,Prefeitura Municipal de Aroeiras do Itaim,PMAI,Local,Água e Esgoto,Administração pública direta,"2.690,00",1.400
220213,Campo Grande do Piauí,PI,Nordeste,2022,22021311,Prefeitura Municipal de Campo Grande do Piauí,PMCGP,Local,Água e Esgoto,Administração pública direta,"6.020,00",600
220255,Caridade do Piauí,PI,Nordeste,2022,22025511,Prefeitura Municipal de Caridade do Piauí,PMCP,Local,Água e Esgoto,Administração pública direta,"5.033,00",400
220375,Fartura do Piauí,PI,Nordeste,2022,22037511,Prefeitura Municipal de Fartura do Piauí,PMFP,Local,Água e Esgoto,Administração pública direta,"5.284,00",500
220535,João Costa,PI,Nordeste,2022,22053511,Prefeitura Municipal de João Costa,PMJC,Local,Água e Esgoto,Administração pública direta,"2.970,00",1.800
220585,Madeiro,PI,Nordeste,2022,22058511,Prefeitura Municipal de Madeiro,PMM,Local,Água e Esgoto,Administração pública direta,"8.032,00",3.364
220700,Oeiras,PI,Nordeste,2022,22070011,Serviço Autônomo de Água e Esgoto de Oeiras/PI,SAAE,Local,Água e Esgoto,Autarquia,"38.161,00",15.870
220710,Olho d Água do Piauí,PI,Nordeste,2022,22071011,Prefeitura Municipal de Olho D'Água do Piauí,PMODÁP,Local,Água e Esgoto,Administração pública direta,"2.637,00",15
220855,Porto Alegre do Piauí,PI,Nordeste,2022,22085512,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"2.364,00",2.342
220987,São João da Fronteira,PI,Nordeste,2022,22098711,Prefeitura Municipal de São João da Fronteira,PMSJF,Local,Água e Esgoto,Administração pública direta,"5.522,00",154
221038,São Miguel da Baixa Grande,PI,Nordeste,2022,22103811,Prefeitura Municipal de São Miguel da Baixa Grande,PMSMBG,Local,Água e Esgoto,Administração pública direta,"2.269,00",1.600
220890,Ribeiro Gonçalves,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"6.164,00",2.852
220540,Joaquim Pires,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"13.886,00",2.044
220550,José de Freitas,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"42.559,00",1.731
220570,Luís Correia,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"30.641,00",12
220600,Marcos Parente,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"4.724,00",1.243
220669,Murici dos Portelas,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"9.797,00",1.524
220450,Guadalupe,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"10.270,00",6.645
221110,União,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"46.119,00",20.546
220390,Floriano,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"62.036,00",15.833
220290,Corrente,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"27.278,00",3.967
220180,Bocaina,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"4.078,00",488
220800,Picos,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"83.090,00",42.673
220840,Piripiri,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"65.538,00",13.673
220850,Porto,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"12.052,00",5.113
220465,Ilha Grande,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"9.274,00",6.152
220080,Antônio Almeida,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"3.152,00",765
220040,Altos,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"47.453,00",2.109
220020,Água Branca,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"17.573,00",7.034
220770,Parnaíba,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"162.159,00",66.612
220780,Paulistana,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"21.055,00",246
220790,Pedro II,PI,Nordeste,2022,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"37.894,00",908
221100,Teresina,PI,Nordeste,2022,22110011,Águas de Teresina Saneamento SPE S.A,AT,Local,Água e Esgoto,Empresa privada,"866.300,00",355.725
240050,Alexandria,RN,Nordeste,2022,24005011,Serviço Autônomo de Água e Esgoto de Alexandria,SAAE,Local,Água e Esgoto,Autarquia,"13.640,00",7.100
240260,Ceará-Mirim,RN,Nordeste,2022,24026011,Serviço Autônomo de Águas e Esgotos,SAAE,Local,Água e Esgoto,Autarquia,"79.115,00",12.954
240320,Doutor Severiano,RN,Nordeste,2022,24032011,Serviço Autônomo de Água e Esgotos de Doutor Severiano,SAAE,Local,Água e Esgoto,Autarquia,"7.044,00",2.260
241220,São José de Mipibu,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"47.286,00",267
240010,Acari,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"10.597,00",8.542
241420,Tibau do Sul,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"16.929,00",5.701
241290,São Tomé,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"9.972,00",3.406
241280,São Rafael,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"7.711,00",5.216
241260,São Paulo do Potengi,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"16.786,00",3.062
241240,São José do Seridó,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"4.558,00",3.111
241200,São Gonçalo do Amarante,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"115.838,00",13.873
241170,São Bento do Trairí,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"3.792,00",1.828
241150,Santo Antônio,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"22.177,00",2.083
241142,Santana do Seridó,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"2.696,00",1.764
241090,Riachuelo,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"7.389,00",4.540
240990,Pendências,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"12.278,00",5.369
240980,Pedro Velho,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"13.824,00",3.396
240970,Pedro Avelino,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"6.242,00",3.293
240940,Pau dos Ferros,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"30.479,00",6.969
240325,Parnamirim,RN,Nordeste,2022,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"252.716,00",20.763
