Código do Município,Município,Estado,Região,Ano de Referência,Código do Prestador,Prestador,Sigla do Prestador,Abrangência,Tipo de serviço,Natureza jurídica,POP_TOT - População total do município do ano de referência (Fonte: IBGE):,ES001 - População total atendida com esgotamento sanitário
230680,Jaguaribara,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,11.359,4.280
230670,Jaguaretama,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,18.102,242
230655,Itarema,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,41.445,1.554
230640,Itapipoca,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,128.135,26.000
230625,Itaitinga,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,39.518,517
230560,Independência,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,26.168,2.374
230523,Horizonte,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,66.114,3.857
230910,Mulungu,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,12.892,568
230940,Novo Oriente,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,28.557,3.969
230200,Barro,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,22.593,1.159
230195,Barreira,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,21.104,1.025
230190,Barbalha,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,60.155,4.749
230170,Aurora,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,24.699,1.634
230140,Aratuba,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,11.346,825
230945,Ocara,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,25.557,675
230960,Pacajus,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,71.193,1.618
230110,Aracati,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,74.084,10.979
230970,Pacatuba,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,83.157,30.878
230100,Aquiraz,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,79.563,11.616
231390,Uruoca,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,13.763,1.087
230060,Altaneira,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,7.521,562
231350,Trairi,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,55.535,982
231340,Tianguá,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,75.140,13.544
230050,Alcântaras,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,11.529,1.309
230030,Acopiara,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,53.931,3.519
230020,Acaraú,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,62.557,2.495
230015,Acarape,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,16.639,1.688
231330,Tauá,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,58.517,3.664
231325,Tarrafas,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,8.926,160
231310,Tabuleiro do Norte,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,30.695,1.835
231260,São Luís do Curu,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,12.938,697
231240,São Gonçalo do Amarante,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,48.516,4.345
231230,São Benedito,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,46.949,6.085
231195,Salitre,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,16.435,584
231190,Saboeiro,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,15.808,195
231180,Russas,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,76.884,11.428
231160,Redenção,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,27.633,435
231130,Quixadá,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,87.116,12.054
231110,Porteiras,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,15.047,766
231100,Poranga,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,12.334,1.436
231040,Paramoti,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,11.664,711
231025,Paraipaba,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,32.700,5.564
231020,Paracuru,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,34.097,3.836
231010,Palmácia,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,13.214,1.030
230980,Pacoti,CE,Nordeste,2018,23044000,Companhia de Água e Esgoto do Ceará,CAGECE,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,12.046,2.704
230470,Granja,CE,Nordeste,2018,23047011,Prefeitura Municipal de Granja,PMG,Local,Água e Esgoto,Administração pública direta,54.729,1.000
230540,Icó,CE,Nordeste,2018,23054011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,67.972,18.107
230550,Iguatu,CE,Nordeste,2018,23055011,Serviço Autônomo de Água e Esgoto de Iguatu,SAAE,Local,Água e Esgoto,Autarquia,103.255,15.599
230690,Jaguaribe,CE,Nordeste,2018,23069011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,34.729,11.819
230710,Jardim,CE,Nordeste,2018,23071011,Serviço Autônomo,SAAJ,Local,Água e Esgoto,Autarquia,27.284,9.195
230740,Jucás,CE,Nordeste,2018,23074011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,24.773,7.786
230760,Limoeiro do Norte,CE,Nordeste,2018,23076011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,59.278,15.157
230870,Morada Nova,CE,Nordeste,2018,23087011,Serviço de Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,62.069,1.485
231135,Quixelô,CE,Nordeste,2018,23113511,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,14.986,4.525
231290,Sobral,CE,Nordeste,2018,23129011,Serviço de Água e Esgoto de Sobral,SAAE,Local,Água e Esgoto,Autarquia,206.644,198.332
210055,Amapá do Maranhão,MA,Nordeste,2018,21005511,Prefeitura Municipal de Amapá do Maranhão,PMAM,Local,Água e Esgoto,Administração pública direta,6.918,2.496
210197,Boa Vista do Gurupi,MA,Nordeste,2018,21019711,Prefeitura Municipal de Boa Vista do Gurupi,PMBVG,Local,Água e Esgoto,Administração pública direta,9.158,9.158
210235,Buritirana,MA,Nordeste,2018,21023511,Prefeitura Municipal de Buritirana,PMB,Local,Água e Esgoto,Administração pública direta,15.393,4.500
210237,Cachoeira Grande,MA,Nordeste,2018,21023711,Prefeitura Municipal de Cachoeira Grande,PMCG,Local,Água e Esgoto,Administração pública direta,9.382,100
210300,Caxias,MA,Nordeste,2018,21030011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,164.224,9.100
210330,Codó,MA,Nordeste,2018,21033011,Serviço Autônomo de Água e Esgoto de Codó,SAAE,Local,Água e Esgoto,Autarquia,122.597,11.220
210405,Estreito,MA,Nordeste,2018,21040511,Prefeitura Municipal de Estreito,PMM,Local,Água e Esgoto,Administração pública direta,41.355,4.000
210598,Lajeado Novo,MA,Nordeste,2018,21059811,Prefeitura Municipal de Lajeado Novo,PMLN,Local,Água e Esgoto,Administração pública direta,7.496,900
210750,Paço do Lumiar,MA,Nordeste,2018,21075012,BRK Ambiental - Paço do Lumiar S.A.,BRK,Local,Água e Esgoto,Empresa privada,120.621,57.985
211120,São José de Ribamar,MA,Nordeste,2018,21112012,BRK Ambiental - São José de Ribamar S.A.,BRK,Local,Água e Esgoto,Empresa privada,176.321,98.195
210170,Barreirinhas,MA,Nordeste,2018,21113000,Companhia de Saneamento Ambiental do Maranhão,CAEMA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,61.828,4.516
211130,São Luís,MA,Nordeste,2018,21113000,Companhia de Saneamento Ambiental do Maranhão,CAEMA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,1.094.667,528.237
210360,Coroatá,MA,Nordeste,2018,21113000,Companhia de Saneamento Ambiental do Maranhão,CAEMA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,65.044,3.778
210530,Imperatriz,MA,Nordeste,2018,21113000,Companhia de Saneamento Ambiental do Maranhão,CAEMA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,258.016,85.808
211220,Timon,MA,Nordeste,2018,21122013,Águas de Timon Saneamento S/A,AT,Local,Água e Esgoto,Empresa privada,167.973,2.762
211285,Vila Nova dos Martírios,MA,Nordeste,2018,21128511,Prefeitura Municipal de Vila Nova dos Martírios,PMVNM,Local,Água e Esgoto,Administração pública direta,13.183,2.800
250053,Alcantil,PB,Nordeste,2018,25005311,Prefeitura Municipal de Alcantil,PMA,Local,Água e Esgoto,Administração pública direta,5.473,2.100
250400,Campina Grande,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,407.472,367.892
250100,Araruna,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,20.215,9.118
250180,Bayeux,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,96.550,9.697
250320,Cabedelo,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,66.680,18.356
250370,Cajazeiras,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,61.776,11.182
250375,Cajazeirinhas,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,3.181,397
250390,Camalaú,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,5.994,358
250430,Catolé do Rocha,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,30.343,5.872
250500,Cubati,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,7.763,551
250630,Guarabira,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,58.492,36.197
250700,Itaporanga,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,24.653,6.013
250750,João Pessoa,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,800.323,634.692
250830,Lagoa Seca,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,27.385,475
250890,Mamanguape,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,44.657,7.198
250970,Monteiro,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,33.007,20.184
251080,Patos,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,106.984,16.338
251120,Pedras de Fogo,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,28.389,2.231
251630,Sumé,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,16.864,4.763
251250,Queimadas,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,43.917,738
251370,Santa Rita,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,135.807,5.356
251530,Sapé,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,52.443,11.035
250030,Alagoa Grande,PB,Nordeste,2018,25075000,Companhia de Águas e Esgotos da Paraíba,CAGEPA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,28.623,9.173
250780,Junco do Seridó,PB,Nordeste,2018,25078011,Prefeitura Municipal de Junco do Seridó,PMJS,Local,Água e Esgoto,Administração pública direta,7.104,7.100
251100,Pedra Branca,PB,Nordeste,2018,25110011,Prefeitura Municipal de Pedra Branca,PMPB,Local,Água e Esgoto,Administração pública direta,3.800,1.240
251500,São Miguel de Taipu,PB,Nordeste,2018,25150011,Prefeitura Municipal de São Miguel de Taipu,PMSMT,Local,Água e Esgoto,Administração pública direta,7.124,7.100
251520,São Sebastião do Umbuzeiro,PB,Nordeste,2018,25152011,Prefeitura Municipal de São Sebastião do Umbuzeiro,PMSSU,Local,Água e Esgoto,Autarquia,3.466,3.400
251675,Tenório,PB,Nordeste,2018,25167511,Prefeitura Municipal de Tenório,PMT,Local,Água e Esgoto,Administração pública direta,3.035,1.700
261370,São Lourenço da Mata,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,112.362,17.049
261600,Venturosa,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,18.298,4.283
261640,Vitória de Santo Antão,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,137.915,41.388
260730,Ipubi,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,30.512,8.759
261070,Paulista,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,329.117,174.116
260790,Jaboatão dos Guararapes,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,697.636,134.113
261110,Petrolina,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,343.865,287.153
260875,Lagoa Grande,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,25.349,2.697
260010,Afogados da Ingazeira,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,37.111,4.114
260545,Fernando de Noronha,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,3.021,2.147
261420,Sirinhaém,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,45.359,8.007
260120,Arcoverde,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,73.844,3.715
260345,Camaragibe,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,156.736,2.237
260140,Barreiros,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,42.552,13.544
261485,Tamandaré,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,23.149,23.149
260950,Nazaré da Mata,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,32.366,10.434
261190,Rio Formoso,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,23.440,3.865
260960,Olinda,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,391.835,176.999
260720,Ipojuca,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,94.709,13.749
261220,Salgueiro,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,60.604,21.483
260640,Gravatá,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,83.437,1.276
260290,Cabo de Santo Agostinho,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,205.112,21.837
261040,Parnamirim,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,21.914,8.126
260515,Dormentes,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,18.734,5.064
260005,Abreu e Lima,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,99.622,22.742
260600,Garanhuns,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,138.983,17.555
261160,Recife,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,1.637.834,713.099
260410,Caruaru,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,356.872,194.893
261470,Tacaimbó,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,12.890,2.278
260680,Igarassu,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,115.640,3.461
260940,Moreno,PE,Nordeste,2018,26116000,Companhia Pernambucana de Saneamento,COMPESA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,62.263,18.550
220535,João Costa,PI,Nordeste,2018,22053511,Prefeitura Municipal de João Costa,PMJC,Local,Água e Esgoto,Administração pública direta,3.010,1.800
220975,São Gonçalo do Gurguéia,PI,Nordeste,2018,22097511,Prefeitura Municipal de São Gonçalo do Gurguéia,PMSG,Local,Água e Esgoto,Administração pública direta,3.025,500
220997,São João do Arraial,PI,Nordeste,2018,22099711,Prefeitura Municipal de São João do Arraial,PMSJA,Local,Água e Esgoto,Administração pública direta,7.937,1.200
220890,Ribeiro Gonçalves,PI,Nordeste,2018,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,7.305,3.701
220550,José de Freitas,PI,Nordeste,2018,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,39.072,1.715
220850,Porto,PI,Nordeste,2018,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,12.526,4.764
220800,Picos,PI,Nordeste,2018,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,78.002,39.723
221110,União,PI,Nordeste,2018,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,44.396,18.858
220040,Altos,PI,Nordeste,2018,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,40.440,2.175
220020,Água Branca,PI,Nordeste,2018,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,17.349,6.460
220390,Floriano,PI,Nordeste,2018,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,59.840,2.268
220465,Ilha Grande,PI,Nordeste,2018,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,9.394,5.309
220770,Parnaíba,PI,Nordeste,2018,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,152.653,62.970
220700,Oeiras,PI,Nordeste,2018,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,36.971,9.297
220290,Corrente,PI,Nordeste,2018,22110000,Águas e Esgotos do Piauí S/A,AGESPISA,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,26.575,3.901
221100,Teresina,PI,Nordeste,2018,22110011,Águas de Teresina Saneamento SPE S.A,AT,Local,Água e Esgoto,Empresa privada,861.442,252.000
240050,Alexandria,RN,Nordeste,2018,24005011,Serviço Autônomo de Água e Esgoto de Alexandria,SAAE,Local,Água e Esgoto,Autarquia,13.602,6.594
240260,Ceará-Mirim,RN,Nordeste,2018,24026011,Serviço Autônomo de Águas e Esgotos,SAAE,Local,Água e Esgoto,Autarquia,73.099,22.118
240320,Doutor Severiano,RN,Nordeste,2018,24032011,Serviço Autônomo de Água e Esgotos de Doutor Severiano,SAAE,Local,Água e Esgoto,Autarquia,7.080,2.240
240350,Espírito Santo,RN,Nordeste,2018,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,10.527,1.652
240610,Jucurutu,RN,Nordeste,2018,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,18.274,3.898
241280,São Rafael,RN,Nordeste,2018,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,8.212,5.143
241290,São Tomé,RN,Nordeste,2018,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,11.057,3.285
241420,Tibau do Sul,RN,Nordeste,2018,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,13.916,4.820
241220,São José de Mipibu,RN,Nordeste,2018,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,43.640,271
241150,Santo Antônio,RN,Nordeste,2018,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,23.988,2.080
240010,Acari,RN,Nordeste,2018,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,11.152,10.171
240030,Afonso Bezerra,RN,Nordeste,2018,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,11.041,4.821
241142,Santana do Seridó,RN,Nordeste,2018,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,2.670,2.216
241090,Riachuelo,RN,Nordeste,2018,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,8.034,4.912
240380,Florânia,RN,Nordeste,2018,24081000,Companhia de Águas e Esgotos do Rio Grande do Norte,CAERN,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,9.121,7.990
